noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad
303.txt,News Online Today,"",GAStech Profile,20130222,"","The GAStech empire owns 2 thousand cows and 3 thousand pigs in its company farms, runs gyms, and offers subsidised holidays in Black Sea resorts for key employees.","empire,cow,pig,company,farm,gym,holiday,resort,employee",key,"own,run,offer,subsidise","",GAStech,Black Sea,"","","",-0.022222222222222216,0.4777777777777778
303.txt,News Online Today,"",GAStech Profile,20130222,"",GAStech certainly strives to ensure its employees can move in and out of these locations by operating a private fleet of four planes to ferry its staff the huge distances between sites.,"employee,location,fleet,plane,staff,distance,site","private,huge","strive,ensure,move,operate,ferry","",GAStech,"","","","",0.20476190476190478,0.6154761904761905
833.txt,News Online Today,"",KAREL DEATH ANNIVERSAR,20130621,"ABILA, Kronos","Yesterday, as they have each June 19th for the past three years supporters of Protectors of Kronos rallied demanding much the same as they have in the past fourteen years:  an end to the corruption of the Kronos government officials and the cleanup of the toxic waste dump that has become the Tiskele River near Elodis.","yesterday,19th,year,supporter,year,end,corruption,government,official,cleanup,waste,dump","past,same,past,toxic","rally,demand,become","","Protectors of Kronos,Kronos",the Tiskele River,"Yesterday,each June 19th,the past three years,the past fourteen years",Elodis,"",-0.06666666666666667,0.2041666666666667
833.txt,News Online Today,"",KAREL DEATH ANNIVERSAR,20130621,"ABILA, Kronos",The most dangerous item in their hands was a picture of a sweet-faced ten year dead old girl - Juliana Vann who died in 1998 of cancer caused by the benzene in her drinking water.,"item,hand,picture,year,girl,cancer,benzene,drinking,water","dangerous,sweet,faced,dead,old","die,cause",Juliana Vann,"","","ten year dead,1998","","",-0.039999999999999994,0.39999999999999997
52.txt,News Online Today,"",GRAND OPENING GASTEC,19951011,TITLE: GRAND OPENING GASTEC,"TITLE: GRAND OPENING GASTECH-KRONOS 

PUBLISHED: 1995/10/11
 

LOCATION: ABILA, Kronos","title,location","",publish,"","ABILA,","","","","",0.5,1.0
52.txt,News Online Today,"",GRAND OPENING GASTEC,19951011,TITLE: GRAND OPENING GASTEC,"With his trademark flash, Sten Sanjorge, Jr. cut the ribbon with a huge pair of scissors, matched in size only by Sanjorge Jr.'s smile.","trademark,flash,ribbon,pair,scissor,size,smile",huge,"cut,match","Sten Sanjorge, Jr.,Sanjorge Jr.'s","","","","","",0.23333333333333336,0.6666666666666666
676.txt,News Online Today,"",Police Hold News Conference on GAStech Kidnapping,20140121,"ABILA, Kronos",The Abila police held a press conference at nine this morning on the kidnapping GAStech headquarters.,"police,press,conference,morning,kidnapping,headquarters","",hold,"",GAStech,"","",Abila,"",0.0,0.0
676.txt,News Online Today,"",Police Hold News Conference on GAStech Kidnapping,20140121,"ABILA, Kronos","Police informed reporters that four of the GAStech employees whose whereabouts were unconfirmed yesterday were found overnight, leaving ten people who are presumed missing.","police,reporter,employee,whereabout,yesterday,people","unconfirmed,missing","inform,be,find,leave,presume","",GAStech,"",yesterday,"","",-0.1,0.025
690.txt,News Online Today,"","TRAFFIC ACCIDENT NEAR ELODIS ",20070411,"ABILA, Kronos",A government investigation has concluded a traffic accident involving a GAStech International vehicle and the vehicle of a family from Elodis resulting in the deaths of the four family members was the result of driver error on the part of the Elodisian driver.,"government,investigation,traffic,accident,vehicle,vehicle,family,death,family,member,result,driver,error,part,driver",elodisian,"conclude,involve,result","",GAStech International,"","",Elodis,"",0.0,0.0
25.txt,News Online Today,"",BRAZEN DAY TIME ASSAULT BY POK,20131216,"ABILA, Kronos","The brazen day time assault on two peace officers by the POK is just another violent, terroristic act in a long string of such acts.","day,time,assault,peace,officer,act,string,act","brazen,violent,terroristic,long,such","","",POK,"","","","",-0.2833333333333334,0.6333333333333333
263.txt,News Online Today,"",TEN-YEAR OLD ELODIS GIRL DIES OF POISONING,19980820,"ELODIS, Kronos","Ten-year old Juliana Vann died yesterday afternoon, surrounded by her family and friends.","year,yesterday,afternoon,family,friend",old,"die,surround",Juliana Vann,"","","Ten-year old,yesterday","","",0.1,0.2
263.txt,News Online Today,"",TEN-YEAR OLD ELODIS GIRL DIES OF POISONING,19980820,"ELODIS, Kronos","After visits to many hospitals, a doctor associated with the international assistance organization Wellness For All recommended Juliana be tests for benzene poisoning.","visit,hospital,doctor,assistance,organization,test,benzene,poisoning","many,international","associate,recommend,be",Juliana,Wellness For All,"","","","",0.25,0.25
188.txt,News Online Today,"",ELODIS PUBLIC HEALTH FACT SHEET,20000601,TITLE: ELODIS PUBLIC HEALTH FACT SHEET,TITLE: ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,"title,health",public,"","","","","",ELODIS,"",0.0,0.06666666666666667
188.txt,News Online Today,"",ELODIS PUBLIC HEALTH FACT SHEET,20000601,TITLE: ELODIS PUBLIC HEALTH FACT SHEET,"PUBLISHED: 2000/06/01
 

LOCATION: ELODIS, Kronos 

The environmental consequences of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique have taken a huge toll on the health of Elodis residents.","location,consequence,drilling,technique,toll,health,resident","environmental,controversial,huge","publish,take","","","","","ELODIS,Elodis","",0.4750000000000001,0.925
346.txt,News Online Today,"",PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,20120908,"ABILA, Kronos",Thousands of people lined the roads on Thursday in a display of antigovernment solidarity.,"thousand,people,road,display,solidarity",antigovernment,line,"","","",Thursday,"","",0.0,0.0
346.txt,News Online Today,"",PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,20120908,"ABILA, Kronos",Karel was the prior leader of the Protectors of Kronos before his premature death in 2009.,"leader,death","prior,premature","",Karel,the Protectors of Kronos,"",2009,"","",0.0,0.0
346.txt,News Online Today,"",PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,20120908,"ABILA, Kronos","His death, thought to be a murder by many, prompted annul rallies to bring the message of the Protectors of Kronos to the public.","death,murder,annul,rally,message,public",many,"think,be,prompt","",the Protectors of Kronos,"","","","",0.25,0.2833333333333333
640.txt,News Online Today,"","Minister Nespola Champions Added Taxes on Oil, Gas Development",19990704,"ABILA, Kronos",Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%.,"bill,taxis,oil,gas,development",additional,"announce,sponsor,increase",Cesare Nespola,"","","","","",0.0,0.0
640.txt,News Online Today,"","Minister Nespola Champions Added Taxes on Oil, Gas Development",19990704,"ABILA, Kronos","The raise in taxes on foreign gas and oil development is earmarked specifically for health care, clean water projects, and health education for rural areas.","raise,taxis,gas,oil,development,health,care,water,project,health,education,area","foreign,clean,rural",earmark,"","","","","","",0.08055555555555556,0.275
702.txt,News Online Today,"",GASTECH REPORTS RECORD EARNINGS,19990219,"CENTRUM, Tethys","GAStech International, as projected earlier this month, reported record fiscal 1998 profit of $110 million.","month,profit","record,fiscal","project,report","",GAStech International,"","earlier this month,fiscal 1998","","",0.0,0.25
702.txt,News Online Today,"",GASTECH REPORTS RECORD EARNINGS,19990219,"CENTRUM, Tethys","""GAStech International has delivered another year of superior financial performance achieved through a consistent vision and expert execution,"" Sten Sanjorge, Jr., GAStech's Chief Executive, said in a brief statement.","year,performance,vision,execution,statement","superior,financial,consistent,expert,brief","deliver,achieve,say","Sten Sanjorge, Jr.","GAStech International,GAStech","",another year,"","",0.19,0.29666666666666663
797.txt,News Online Today,"",Minister of Health Receives Threats from POK,20120308,"ABILA, Kronos","Police sources have stated that Vincent Kapelou, Minister of Health, has received several threatening letters purporting to come from the POK.","police,source,threatening,letter",several,"state,receive,purport,come",Vincent Kapelou,"","","",POK,"",0.0,0.0
534.txt,News Online Today,"","GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS",19940924,"ABILA, Kronos",The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International.,"groundbreaking,today,site,flag,soil",foreign,"mark,plant","",GAStech International,"",today,Tiskele Bend,"",-0.0625,0.0625
534.txt,News Online Today,"","GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS",19940924,"ABILA, Kronos","Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields.","estimate,test,well,result,field,par,field","conservative,preliminary,least,large",place,"",GAStech,"","","Tiskele Bend,Tethan","",-0.3,0.4
451.txt,News Online Today,"",Activist Leader Karel Arrested for Tax Evasion,20090312,"ABILA, Kronos",Kronos police arrested Elian Karel today on charges of tax evasion.,"police,today,charge,tax,evasion","",arrest,Elian Karel,"","",today,Kronos,"",0.0,0.0
451.txt,News Online Today,"",Activist Leader Karel Arrested for Tax Evasion,20090312,"ABILA, Kronos","Karel's lawyer, Michale Kraft, released a statement declaring that the charges against his client were false and that he hoped to have Karel released from police custody by week's end.","lawyer,statement,charge,client,police,custody,week,end",false,"release,declare,be,hope,have,release","Karel,Michale Kraft,Karel","","","week's end","","",-0.4000000000000001,0.6
707.txt,News Online Today,"","Added Taxes on Oil, Gas Development Defeated in General Assembly ",20010318,"ABILA, Kronos",A motion to increase taxes on oil and gas development by an additional 10% was defeated today in the General Assembly by a vote of 77 to 23.,"motion,taxis,oil,gas,development,%,today,vote",additional,"increase,defeat","",the General Assembly,"",today,"","",0.05000000000000002,0.5
707.txt,News Online Today,"","Added Taxes on Oil, Gas Development Defeated in General Assembly ",20010318,"ABILA, Kronos","The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide specific funding for health care, clean water projects, and health education for rural areas.","tax,increase,funding,health,care,water,project,health,education,area","specific,clean,rural","propose,champion,provide",Cesare Nespola,"","","","","",0.12222222222222223,0.275
57.txt,News Online Today,"",Abila police break up si,20120621,TITLE: Abila police break up si,"TITLE: Abila police break up sit-in turned violent at the presidential manor  

PUBLISHED: 2012/06/21","title,police,sit,in,manor","violent,presidential","break,turn,publish","","","","",Abila,"",-0.8,1.0
57.txt,News Online Today,"",Abila police break up si,20120621,TITLE: Abila police break up si,"Traffic snarled around the city as Abilians struggle to get to work amid vandalism and looting.

Early on Tuesday police stormed the front of the presidential mansion and the capital building, breaking up a sit in by the Protectors of Kronos.  

Later in the day, what had been a largely peaceful demonstration turned violent when the crowd started vandalizing government buildings and the presidential homestead.","traffic,city,work,vandalism,looting,police,front,mansion,capital,building,sit,in,day,demonstration,crowd,government,building,homestead","presidential,peaceful,violent,presidential","snarl,struggle,get,storm,break,be,turn,start,vandalize","","","",Tuesday,"","",-0.11250000000000002,0.45
57.txt,News Online Today,"",Abila police break up si,20120621,TITLE: Abila police break up si,"Police reinforcements were sent to the area and blocked roads, and skirmishes between the police and protestors broke out.","police,reinforcement,area,road,skirmish,police,protestor","","send,block,break","","","","","","",0.0,0.0
27.txt,News Online Today,"",Kronos Benefits from Foreign Investment,19980119,"ABILA, Kronos","Today is the fifth anniversary of President Araullo's visionary plan to bring foreign investment to Kronos, a bold act that has reaped tremendous benefits for our fair country.","today,anniversary,plan,investment,act,benefit,country","fifth,visionary,foreign,bold,tremendous,fair","bring,reap",Araullo,"","",Today,Kronos,"",0.3104166666666667,0.6729166666666666
