noticia,medio,autor,titulo,fecha,lugar,oracion,sustantivos,adjetivos,verbos,personas,organizaciones,lugares,fechas,geopoliticos,eventos,polaridad,subjetividad,cant_personas
612.txt,All News Today,,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,19990708,"ABILA, Kronos",Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural towns.,"bill,taxis,energy,development,cleanup,healthcare,town","foreign,environmental,rural","announce,sponsor,increase,intend,fund,improve",Cesare Nespola,,,,Kronos,,-0.0625,0.0625,1
612.txt,All News Today,,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,19990708,"ABILA, Kronos","Osvaldo invoked the memory of Juliana Vann, a 10-year old girl who died last year from leukemia due to with benzene poisoning from gas drilling operations upstream from her home.","memory,year,girl,year,leukemia,benzene,poisoning,gas,drilling,operation,home","old,last","invoke,die","Osvaldo,Juliana Vann",,,"10-year old,last year",,,-0.008333333333333331,0.21388888888888888,2
740.txt,The Wrap,,MINISTER OF HEALTH TO PROPOSE SOLUTION TO THE POISONING OF THE CIT,19990709,"ABILA, Kronos",The minister of health Cesare Nespola announced to he an account would sponsor to raise taxes at the foreign energy development in Kronos to finance environment cleaning turn and health care for rural cities improved.,"minister,health,account,taxis,energy,development,environment,cleaning,turn,health,care,city","foreign,rural","announce,sponsor,raise,finance,improve",Cesare Nespola,,,,Kronos,,-0.0625,0.0625,1
740.txt,The Wrap,,MINISTER OF HEALTH TO PROPOSE SOLUTION TO THE POISONING OF THE CIT,19990709,"ABILA, Kronos","After a range meetings with members of the guards of the activist group of Kronos (POK) the notice it was last week made.

Ours forward gone are clear, POK co-leader Carmine Osvaldo said.","range,meeting,member,guard,group,notice,week,co,-,leader","activist,last,clear","make,go,say",Carmine Osvaldo,"Kronos,POK,POK",,last week,,,0.05000000000000001,0.225,1
740.txt,The Wrap,,MINISTER OF HEALTH TO PROPOSE SOLUTION TO THE POISONING OF THE CIT,19990709,"ABILA, Kronos","Thanks to minister Nespola no longer children must die.

Osvaldo refer to Juliana Vann, 10 years - old little girl that previous year to leukemia boring perationsverrichtingen upstream of its house to attribute to with benzene poisoning of gas died.","thank,child,year,girl,year,leukemia,perationsverrichtingen,house,benzene,poisoning,gas","old,little,previous","die,refer,bore,attribute,die","Nespola,Osvaldo,Juliana Vann",,,"10 years - old,that previous year",,,-0.21083333333333332,0.4133333333333333,3
248.txt,The Orb,,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CIT,19990709,"ABILA, Kronos","""We fight for clean water, good health and now we will have the funds to do this to occur.  Thank you to the Nespola minister more children will not have to die.""

Osvaldo refers to Juliana Vann, the 10 years - the maid who died last year of leukemia due to with the benzene poisoning of the operations of gas drilling upstream of her house.

The POK formed in 1997 in response to the pollution of the supply water of Elodis and to the deaths of disease and following resultants of the residents.","water,health,fund,minister,child,year,maid,year,leukemia,benzene,operation,gas,drilling,house,response,pollution,supply,water,death,disease,resultant,resident","clean,good,more,last","fight,have,do,occur,thank,have,die,refer,die,form,follow","Osvaldo,Juliana Vann","Nespola,POK",,"the 10 years,last year,1997",,,0.24027777777777776,0.3902777777777779,2
248.txt,The Orb,,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CIT,19990709,"ABILA, Kronos",The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the care of health for the rural cities.,"health,invoice,taxis,development,energy,care,health,city","foreign,environmental,rural","announce,finance,increase,design,place,improve",Cesare Nespola,Kronos,,,,,-0.0625,0.0625,1
498.txt,The World,,EXPLOSION ROCKS GASTECH'S TISKELE BEND SIT,20000815,"ABILA, Kronos","GAStech's CEO Sten Sanjorge Jr. downplayed the event stating, ""This event could hardly be described as an explosion,"" but merely a common practice referred to as flaring.","event,event,explosion,practice",common,"downplay,state,describe,refer,flare",Sten Sanjorge Jr.,GAStech,,,,,-0.2958333333333333,0.5208333333333333,1
626.txt,Who What News,,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,20000815,"ABILA, Kronos","At least four GAStech employees appeared to have been taken away by ambulance; however, GAStech has declined to comment on the extent and nature of their injuries.  

GAStech's CEO Sten Sanjorge Jr. downplayed the event stating, ""This event could hardly be described as an explosion,"" but merely a common practice referred to as flaring.  

Mrs. Cato and other locals from Elodis were turned away by GAStech employees and government officials.","employee,ambulance,extent,nature,injury,event,event,explosion,practice,flaring,local,employee,government,official","common,other","appear,take,decline,comment,downplay,state,describe,refer,turn","Sten Sanjorge Jr.,Cato","GAStech,GAStech,GAStech,GAStech",,,Elodis,,-0.25416666666666665,0.4541666666666666,2
504.txt,The Tulip,,THE PLACE OF THE BEND TISKELE OF THE ROCKS GASTECH OF THE EXPLOSIO,20000816,"ABILA, Kronos","CEO Sten Sanjorge Jr. of GAStech downplayed event explaining, this event could be hardly described as a explosion, but only a common practice referred to such as flickering.","event,event,explosion,practice,flickering","common,such","downplay,explain,describe,refer",Sten Sanjorge Jr.,GAStech,,,,,-0.14791666666666667,0.6354166666666666,1
277.txt,The Light of Truth,,SITE OF CURVE OF TISKELE OF ROCKS GASTECH Of EXPLOSIO,20000816,"ABILA, Kronos","Sten Sanjorge Jr., CEO of GAStech, reduced the value of the stating event, ""this event could be hardly described like explosion,"" but like simply practical current indicated under the widening name.","value,stating,event,event,explosion,current,name",practical,"reduce,describe,indicate,widen",Sten Sanjorge Jr.,GAStech,,,,,-0.09722222222222222,0.4329365079365079,1
246.txt,Kronos Star,Eva Thaye,"Added Taxes on Oil, Gas Development Defeated in General Assembly",20010317,"ABILA, Krono","The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide specific funding for health care, clean water projects, and health education for rural areas.","tax,increase,funding,health,care,water,project,health,education,area","specific,clean,rural","propose,champion,provide",Cesare Nespola,,,,,,0.12222222222222225,0.275,1
41.txt,The Truth,,"Added taxes on oil, the reports in general assembly of the gas development",20010318,"ABILA, Kronos","The presented tax increase, which by minister of health Cesare Nespola is defended, had specific financing for health care, clean water projects, and supply health information for country areas.","tax,increase,minister,health,health,care,water,project,supply,health,information,country,area","specific,clean","present,defend,have",Cesare Nespola,,,,,,0.18333333333333332,0.4125,1
707.txt,News Online Today,,"Added Taxes on Oil, Gas Development Defeated in General Assembly ",20010318,"ABILA, Kronos","The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide specific funding for health care, clean water projects, and health education for rural areas.","tax,increase,funding,health,care,water,project,health,education,area","specific,clean,rural","propose,champion,provide",Cesare Nespola,,,,,,0.12222222222222225,0.275,1
765.txt,Worldwise,,"The additional taxes on oil, formation of gas have demolishes the Parliament in general",20010318,"ABILA, Kronos","The increase suggested in taxes, supported by Minister of health Cesare Nespola, was to provide the specific placement for health, the clean projects of water, and medical education for rural sectors.","increase,taxis,health,placement,health,project,water,education,sector","specific,clean,medical,rural","suggest,support,provide",Cesare Nespola,,,,,,0.09166666666666667,0.20625,1
636.txt,International News,,"Added Taxes on Oil, Gas Development Defeated in General Assembly ",20010318,"ABILA, Kronos","The proposed tax increase, championed by Minister of Health Cesare Nespola, was to provide specific funding for health care, clean water projects, and health education for rural areas.","tax,increase,funding,health,care,water,project,health,education,area","specific,clean,rural","propose,champion,provide",Cesare Nespola,,,,,,0.12222222222222225,0.275,1
134.txt,Homeland Illumination,Maha Sal,"TAX MEASURE DEFEATED, POK EFFORTS STALLE",20010322,"Abila, Kronos",A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.,"measure,taxis,oil,gas,development,margin,week","foreign,wide,last","increase,propose,defeat",Cesare Nespola,the General Assembly,,last week,,,-0.04375,0.2729166666666667,1
391.txt,All News Today,,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",20010322,"Abila, Kronos","""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination.","meeting,leader",,"have,plan,tell",Henk Bodrogi,"Protectors of Kronos,the Homeland Illumination",,,,,0.0,0.0,1
391.txt,All News Today,,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",20010322,"Abila, Kronos",A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.,"measure,taxis,oil,gas,development,margin,week","foreign,wide,last","increase,propose,defeat",Cesare Nespola,the General Assembly,,last week,,,-0.04375,0.2729166666666667,1
134.txt,Homeland Illumination,Maha Sal,"TAX MEASURE DEFEATED, POK EFFORTS STALLE",20010322,"Abila, Kronos","""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination.","meeting,leader",,"have,plan,tell",Henk Bodrogi,"Protectors of Kronos,the Homeland Illumination",,,,,0.0,0.0,1
606.txt,News Online Today,,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",20010322,"Abila, Kronos",A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.,"measure,taxis,oil,gas,development,margin,week","foreign,wide,last","increase,propose,defeat",Cesare Nespola,the General Assembly,,last week,,,-0.04375,0.2729166666666667,1
465.txt,Daily Pegasus,,"THE DEFEATED MEASUREMENT, EFFORTS OF THE TAX OF POK WAS CLOGGE",20010323,"Abila, Kronos","""We have a meeting anticipated with the minister,"" the protectors of the leader of Kronos that Henk Bodrogi said.","meeting,minister,protector,leader",,"have,anticipate,say",Henk Bodrogi,Kronos,,,,,0.0,0.0,1
187.txt,The Wrap,,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS PO",20010324,"Abila, Kronos","We have a meeting who is planned with the minister, the guards of Kronos to LEADER Henk Bodrogi said.","meeting,minister,guard,leader",,"have,plan,say",Henk Bodrogi,Kronos,,,,,0.0,0.0,1
187.txt,The Wrap,,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS PO",20010324,"Abila, Kronos",A measure became taxes at foreign oil and raise gas development which by minister of health Cesare Nespola is presented covered by a broad fork last week at the general meeting.,"measure,taxis,oil,gas,development,minister,health,fork,week,meeting","foreign,broad,last,general","become,raise,present,cover",Cesare Nespola,,,last week,,,-0.0031249999999999963,0.25104166666666666,1
459.txt,The Orb,,"The MEASUREMENT Of TAXES DEMOLISHED, EFFORTS OF FIXED PO",20010324,"Abila, Kronos",A measurement to increase taxes on the foreign development of oil and gas proposed by Minister of health Cesare Nespola was demolished by a broad margin last week in the General meeting.,"measurement,taxis,development,oil,gas,health,margin,week,meeting","foreign,broad,last","increase,propose,demolish",Cesare Nespola,,,last week,,,-0.0031249999999999963,0.25104166666666666,1
459.txt,The Orb,,"The MEASUREMENT Of TAXES DEMOLISHED, EFFORTS OF FIXED PO",20010324,"Abila, Kronos","""We hold a meeting envisaged with the minister,"" of the guards of the Chief of Kronos that Henk Bodrogi indicated.","meeting,minister,guard",,"hold,envisage,indicate",Henk Bodrogi,Kronos,,,,,0.0,0.0,1
306.txt,Kronos Star,Eva Thaye,Minister of Health Dies Suddenl,20010614,"ABILA, Krono",It is with great sorrow that we announce the death of Minister of Health Cesare Nespola.,"sorrow,death",great,announce,Cesare Nespola,,,,,,0.8,0.75,1
306.txt,Kronos Star,Eva Thaye,Minister of Health Dies Suddenl,20010614,"ABILA, Krono","Vincent Kapelou, 28, has a Bachelor's of Science in chemistry and a Master's of Science in biochemistry from Tethys Central University.","chemistry,biochemistry",,have,Vincent Kapelou,Tethys Central University,,28,,,0.0,0.25,1
306.txt,Kronos Star,Eva Thaye,Minister of Health Dies Suddenl,20010614,"ABILA, Krono","Shortly after hearing of Nespola's death, President Kapelou announced that his nephew Vincent Kapelou would serve as his administration's new Minister of Health.","death,nephew,administration",new,"hear,announce,serve","Nespola,Kapelou,Vincent Kapelou",,,,,,0.06818181818181818,0.3772727272727273,3
780.txt,Worldwise,,The Minister for health dies suddenl,20010615,"ABILA, Kronos","Little time after intending to speak about dead about Nespola, President Kapelou announced that its nephew Vincent Kapelou would again serve minister of his administration of health.","time,nephew,minister,administration,health","little,dead","intend,speak,announce,serve","Nespola,Kapelou,Vincent Kapelou",,,,,,-0.19375,0.45,3
780.txt,Worldwise,,The Minister for health dies suddenl,20010615,"ABILA, Kronos","Vincent Kapelou, 28, have a bachelor in Science in chemistry and a Master of Science in biochemistry of university of central Tethys.","bachelor,science,chemistry,biochemistry,university",central,have,Vincent Kapelou,,,28,Tethys,,0.0,0.25,1
668.txt,The Truth,,The minister of health dies suddenl,20010615,"ABILA, Kronos",It is with sorrow which we announce the death of minister of health Cesare Nespola.,"sorrow,death,minister,health",,announce,Cesare Nespola,,,,,,0.0,0.0,1
746.txt,News Online Today,,Minister of Health Dies Suddenly,20010615,"ABILA, Kronos","Shortly after hearing of Nespola's death, President Kapelou announced that his nephew Vincent Kapelou would serve as his administration's new Minister of Health.","death,nephew,administration",new,"announce,serve","Nespola,Kapelou,Vincent Kapelou",,,,,,0.06818181818181818,0.3772727272727273,3
668.txt,The Truth,,The minister of health dies suddenl,20010615,"ABILA, Kronos","Shortly after learning the death of Nespola, president Kapelou to that its cousin Vincent Kapelou announced as a new minister of its policy of health would serve.","death,cousin,minister,policy,health",new,"announce,serve","Nespola,Kapelou,Vincent Kapelou",,,,,,0.06818181818181818,0.3772727272727273,3
